Study_Code,Sample_ID,Date,StartMeasureTime,StopMeasureTime,M1_DO_mg_per_L,M2_DO_mg_per_L,M3_DO_mg_per_L,AVG_DO_mg_per_L,Temperature_degreesC
WHONDRS_S19S,S19S_0083_SED_INC-U,8/22/2019,8:18:00 AM,8:18:00 AM,2.37,2.41,2.44,2.41,21.1
WHONDRS_S19S,S19S_0084_SED_INC-D,8/22/2019,8:22:00 AM,8:22:00 AM,8.85,8.83,8.86,8.85,21.1
WHONDRS_S19S,S19S_0084_SED_INC-D,8/22/2019,8:30:00 AM,8:30:00 AM,8.67,8.64,8.62,8.64,21.3
WHONDRS_S19S,S19S_0084_SED_INC-D,8/22/2019,8:45:00 AM,8:45:00 AM,8.38,8.4,8.41,8.4,21.2
WHONDRS_S19S,S19S_0084_SED_INC-D,8/22/2019,8:58:00 AM,8:59:00 AM,8.11,8.09,8.04,8.08,21.4
WHONDRS_S19S,S19S_0084_SED_INC-D,8/22/2019,9:09:00 AM,9:09:00 AM,7.95,7.97,7.9,7.94,21.2
WHONDRS_S19S,S19S_0084_SED_INC-D,8/22/2019,9:32:00 AM,9:32:00 AM,7.48,7.52,7.49,7.5,21.1
WHONDRS_S19S,S19S_0084_SED_INC-D,8/22/2019,9:46:00 AM,9:46:00 AM,7.24,7.28,7.27,7.26,21.2
WHONDRS_S19S,S19S_0084_SED_INC-D,8/22/2019,10:14:00 AM,10:14:00 AM,6.84,6.88,6.86,6.86,21.3
WHONDRS_S19S,S19S_0084_SED_INC-M,8/22/2019,8:22:00 AM,8:22:00 AM,8.54,8.57,8.56,8.56,20.9
WHONDRS_S19S,S19S_0084_SED_INC-M,8/22/2019,8:33:00 AM,8:33:00 AM,8.55,8.6,8.58,8.58,20.9
WHONDRS_S19S,S19S_0084_SED_INC-M,8/22/2019,8:49:00 AM,8:49:00 AM,8.19,8.16,8.24,8.2,20.9
WHONDRS_S19S,S19S_0084_SED_INC-M,8/22/2019,9:05:00 AM,9:05:00 AM,7.76,7.73,7.79,7.76,20.9
WHONDRS_S19S,S19S_0084_SED_INC-M,8/22/2019,9:38:00 AM,9:38:00 AM,7.03,7.04,7.05,7.04,20.8
WHONDRS_S19S,S19S_0084_SED_INC-M,8/22/2019,10:12:00 AM,10:12:00 AM,6.26,6.25,6.25,6.25,21
WHONDRS_S19S,S19S_0084_SED_INC-U,8/22/2019,8:19:00 AM,8:19:00 AM,9.23,9.16,9.25,9.21,21
WHONDRS_S19S,S19S_0084_SED_INC-U,8/22/2019,8:32:00 AM,8:32:00 AM,8.64,8.54,8.58,8.59,21.1
WHONDRS_S19S,S19S_0084_SED_INC-U,8/22/2019,8:48:00 AM,8:48:00 AM,8.51,8.5,8.48,8.5,21
WHONDRS_S19S,S19S_0084_SED_INC-U,8/22/2019,9:04:00 AM,9:04:00 AM,8.19,8.23,8.26,8.23,20.8
WHONDRS_S19S,S19S_0084_SED_INC-U,8/22/2019,9:36:00 AM,9:36:00 AM,7.97,7.95,7.96,7.96,21
WHONDRS_S19S,S19S_0084_SED_INC-U,8/22/2019,10:11:00 AM,10:11:00 AM,7.66,7.62,7.58,7.62,21.3
WHONDRS_S19S,S19S_0085_SED_INC-D,8/22/2019,10:01:00 AM,10:01:00 AM,8.88,8.86,8.89,8.88,21.2
WHONDRS_S19S,S19S_0085_SED_INC-D,8/22/2019,10:19:00 AM,10:20:00 AM,7.58,7.74,7.85,7.72,21.3
WHONDRS_S19S,S19S_0085_SED_INC-D,8/22/2019,10:30:00 AM,10:30:00 AM,8.3,8.22,8.3,8.27,21.6
WHONDRS_S19S,S19S_0085_SED_INC-D,8/22/2019,10:42:00 AM,10:42:00 AM,7.87,7.83,7.8,7.83,21.4
WHONDRS_S19S,S19S_0085_SED_INC-D,8/22/2019,10:56:00 AM,10:56:00 AM,7.49,7.47,7.5,7.49,21.2
WHONDRS_S19S,S19S_0085_SED_INC-D,8/22/2019,11:11:00 AM,11:11:00 AM,7.09,7.1,7.11,7.1,21.3
WHONDRS_S19S,S19S_0085_SED_INC-D,8/22/2019,11:25:00 AM,11:25:00 AM,6.79,6.78,6.75,6.77,21.5
WHONDRS_S19S,S19S_0085_SED_INC-D,8/22/2019,11:41:00 AM,11:42:00 AM,6.45,6.46,6.42,6.44,21.2
WHONDRS_S19S,S19S_0085_SED_INC-D,8/22/2019,12:09:00 PM,12:09:00 PM,5.81,5.8,5.81,5.81,21.3
WHONDRS_S19S,S19S_0085_SED_INC-M,8/22/2019,9:48:00 AM,9:48:00 AM,8.72,8.72,8.72,8.72,20.9
WHONDRS_S19S,S19S_0085_SED_INC-M,8/22/2019,10:00:00 AM,10:00:00 AM,8.24,8.26,8.24,8.25,21.2
WHONDRS_S19S,S19S_0085_SED_INC-M,8/22/2019,10:15:00 AM,10:16:00 AM,7.76,7.73,7.71,7.73,21
WHONDRS_S19S,S19S_0085_SED_INC-M,8/22/2019,10:32:00 AM,10:32:00 AM,6.97,6.98,7.01,6.99,21
WHONDRS_S19S,S19S_0085_SED_INC-M,8/22/2019,10:59:00 AM,10:59:00 AM,5.96,5.95,5.95,5.95,21.2
WHONDRS_S19S,S19S_0085_SED_INC-U,8/22/2019,9:51:00 AM,9:51:00 AM,8.51,8.56,8.5,8.52,21.3
WHONDRS_S19S,S19S_0085_SED_INC-U,8/22/2019,10:03:00 AM,10:03:00 AM,7.82,7.81,7.81,7.81,21.4
WHONDRS_S19S,S19S_0085_SED_INC-U,8/22/2019,10:16:00 AM,10:17:00 AM,7.26,7.28,7.3,7.28,21.2
WHONDRS_S19S,S19S_0085_SED_INC-U,8/22/2019,10:28:00 AM,10:28:00 AM,6.61,6.59,6.62,6.61,21.3
WHONDRS_S19S,S19S_0085_SED_INC-U,8/22/2019,10:41:00 AM,10:42:00 AM,6.01,6.03,6.01,6.02,21.5
WHONDRS_S19S,S19S_0085_SED_INC-U,8/22/2019,10:53:00 AM,10:54:00 AM,5.68,5.67,5.65,5.67,21.4
WHONDRS_S19S,S19S_0086_SED_INC-D,8/22/2019,8:02:00 AM,8:02:00 AM,8.61,8.62,8.54,8.59,21.5
WHONDRS_S19S,S19S_0086_SED_INC-D,8/22/2019,8:15:00 AM,8:15:00 AM,7.3,7.31,7.32,7.31,21.2
WHONDRS_S19S,S19S_0086_SED_INC-D,8/22/2019,8:29:00 AM,8:29:00 AM,6.03,6.08,6.09,6.07,21.5
WHONDRS_S19S,S19S_0086_SED_INC-D,8/22/2019,8:43:00 AM,8:43:00 AM,5.47,5.49,5.44,5.47,21.2
WHONDRS_S19S,S19S_0086_SED_INC-M,8/22/2019,7:58:00 AM,7:58:00 AM,8.63,8.61,8.64,8.63,21.2
WHONDRS_S19S,S19S_0086_SED_INC-M,8/22/2019,8:16:00 AM,8:16:00 AM,8.18,8.21,8.25,8.21,21.3
WHONDRS_S19S,S19S_0086_SED_INC-M,8/22/2019,8:28:00 AM,8:28:00 AM,8.08,8.1,8.14,8.11,21.1
WHONDRS_S19S,S19S_0086_SED_INC-M,8/22/2019,8:44:00 AM,8:44:00 AM,7.81,7.79,7.74,7.78,21.5
WHONDRS_S19S,S19S_0086_SED_INC-M,8/22/2019,8:58:00 AM,8:58:00 AM,7.62,7.6,7.64,7.62,21.1
WHONDRS_S19S,S19S_0086_SED_INC-M,8/22/2019,9:31:00 AM,9:31:00 AM,7.08,7.09,7.05,7.07,21.5
WHONDRS_S19S,S19S_0086_SED_INC-M,8/22/2019,9:58:00 AM,9:58:00 AM,6.77,6.76,6.75,6.76,21.3
WHONDRS_S19S,S19S_0086_SED_INC-U,8/22/2019,7:58:00 AM,7:58:00 AM,8.1,8.1,8.12,8.11,20.9
WHONDRS_S19S,S19S_0086_SED_INC-U,8/22/2019,8:13:00 AM,8:13:00 AM,3.76,3.95,3.92,3.88,20.9
WHONDRS_S19S,S19S_0087_SED_INC-D,8/22/2019,8:54:00 AM,8:54:00 AM,5.8,5.71,5.63,5.71,21.5
WHONDRS_S19S,S19S_0087_SED_INC-D,8/22/2019,8:55:00 AM,8:55:00 AM,5.07,5.05,5.04,5.05,21.1
WHONDRS_S19S,S19S_0087_SED_INC-M,8/22/2019,8:57:00 AM,8:57:00 AM,8.32,8.31,8.27,8.3,21.3
WHONDRS_S19S,S19S_0087_SED_INC-M,8/22/2019,9:12:00 AM,9:12:00 AM,5.34,5.43,5.47,5.41,21.4
WHONDRS_S19S,S19S_0087_SED_INC-U,8/22/2019,8:43:00 AM,8:43:00 AM,8.26,8.28,8.2,8.25,21.1
WHONDRS_S19S,S19S_0087_SED_INC-U,8/22/2019,8:52:00 AM,8:52:00 AM,7.11,7.01,6.94,7.02,21
WHONDRS_S19S,S19S_0087_SED_INC-U,8/22/2019,9:15:00 AM,9:15:00 AM,2.47,2.52,2.58,2.52,21
WHONDRS_S19S,S19S_0089_SED_INC-D,8/29/2019,8:56:00 AM,8:56:00 AM,5.64,5.58,5.52,5.58,21
WHONDRS_S19S,S19S_0089_SED_INC-D,8/29/2019,8:58:00 AM,8:58:00 AM,3.18,3.14,3.08,3.13,21.3
WHONDRS_S19S,S19S_0089_SED_INC-M,8/29/2019,8:54:00 AM,8:54:00 AM,5.51,5.48,5.45,5.48,21.3
WHONDRS_S19S,S19S_0089_SED_INC-M,8/29/2019,8:56:00 AM,8:57:00 AM,3.83,3.79,3.77,3.8,21.4
WHONDRS_S19S,S19S_0089_SED_INC-U,8/29/2019,9:11:00 AM,9:12:00 AM,7.58,7.53,7.49,7.53,21
WHONDRS_S19S,S19S_0089_SED_INC-U,8/29/2019,9:27:00 AM,9:27:00 AM,3.72,3.55,3.44,3.57,20.8
WHONDRS_S19S,S19S_0089_SED_INC-U,8/29/2019,9:36:00 AM,9:36:00 AM,0.58,0.56,0.53,0.56,20.7
WHONDRS_S19S,S19S_0090_SED_INC-D,8/21/2019,9:47:00 AM,9:47:00 AM,7.68,7.54,7.41,7.54,21
WHONDRS_S19S,S19S_0090_SED_INC-D,8/21/2019,10:04:00 AM,10:04:00 AM,3.81,3.76,3.74,3.77,21.1
WHONDRS_S19S,S19S_0090_SED_INC-M,8/21/2019,9:47:00 AM,9:47:00 AM,9.1,9.07,9.03,9.07,21.4
WHONDRS_S19S,S19S_0090_SED_INC-M,8/21/2019,10:03:00 AM,10:03:00 AM,8.79,8.72,8.73,8.75,21.5
WHONDRS_S19S,S19S_0090_SED_INC-M,8/21/2019,10:20:00 AM,10:20:00 AM,8.44,8.46,8.44,8.45,21.2
WHONDRS_S19S,S19S_0090_SED_INC-M,8/21/2019,10:32:00 AM,10:32:00 AM,8.17,8.14,8.15,8.15,21.5
WHONDRS_S19S,S19S_0090_SED_INC-M,8/21/2019,11:05:00 AM,11:05:00 AM,7.52,7.54,7.47,7.51,21.2
WHONDRS_S19S,S19S_0090_SED_INC-M,8/21/2019,11:49:00 AM,11:50:00 AM,6.7,6.67,6.64,6.67,21.3
WHONDRS_S19S,S19S_0090_SED_INC-U,8/21/2019,9:49:00 AM,9:49:00 AM,8.54,8.57,8.58,8.56,21
WHONDRS_S19S,S19S_0090_SED_INC-U,8/21/2019,10:04:00 AM,10:05:00 AM,8.22,8.21,8.2,8.21,20.9
WHONDRS_S19S,S19S_0090_SED_INC-U,8/21/2019,10:20:00 AM,10:20:00 AM,7.47,7.46,7.46,7.46,21.2
WHONDRS_S19S,S19S_0090_SED_INC-U,8/21/2019,10:36:00 AM,10:38:00 AM,7.36,7.35,7.33,7.35,20.8
WHONDRS_S19S,S19S_0090_SED_INC-U,8/21/2019,10:49:00 AM,10:40:00 AM,6.93,6.96,6.95,6.95,21.2
WHONDRS_S19S,S19S_0090_SED_INC-U,8/21/2019,11:19:00 AM,11:20:00 AM,6.58,6.57,6.59,6.58,20.9
WHONDRS_S19S,S19S_0090_SED_INC-U,8/21/2019,10:50:00 AM,11:51:00 AM,6.22,6.21,6.22,6.22,20.9
WHONDRS_S19S,S19S_0097_SED_INC-D,8/21/2019,10:06:00 AM,10:06:00 AM,6.18,6.15,6.12,6.15,20.9
WHONDRS_S19S,S19S_0097_SED_INC-D,8/21/2019,10:21:00 AM,10:21:00 AM,1.54,1.53,1.51,1.53,21.2
WHONDRS_S19S,S19S_0097_SED_INC-M,8/21/2019,10:07:00 AM,10:08:00 AM,7.78,7.8,7.75,7.78,20.9
WHONDRS_S19S,S19S_0097_SED_INC-M,8/21/2019,10:23:00 AM,10:23:00 AM,6.38,6.3,6.37,6.35,20.9
WHONDRS_S19S,S19S_0097_SED_INC-M,8/21/2019,10:38:00 AM,10:39:00 AM,3.14,3.24,3.31,3.23,20.9
WHONDRS_S19S,S19S_0097_SED_INC-U,8/21/2019,10:05:00 AM,10:05:00 AM,4.39,4.37,4.38,4.38,21.5
WHONDRS_S19S,S19S_0097_SED_INC-U,8/21/2019,10:06:00 AM,10:06:00 AM,3.53,3.45,3.38,3.45,21.3
WHONDRS_S19S,S19S_0098_SED_INC-D,8/22/2019,10:04:00 AM,10:04:00 AM,7.96,7.94,7.88,7.93,21.4
WHONDRS_S19S,S19S_0098_SED_INC-D,8/22/2019,10:21:00 AM,10:21:00 AM,6.54,6.43,6.4,6.46,21.3
WHONDRS_S19S,S19S_0098_SED_INC-D,8/22/2019,10:30:00 AM,10:30:00 AM,4.49,4.5,4.51,4.5,21.3
WHONDRS_S19S,S19S_0098_SED_INC-M,8/22/2019,8:38:00 AM,8:38:00 AM,8.4,8.42,8.41,8.41,20.9
WHONDRS_S19S,S19S_0098_SED_INC-M,8/22/2019,8:51:00 AM,8:51:00 AM,6.69,6.7,6.71,6.7,21.1
WHONDRS_S19S,S19S_0098_SED_INC-M,8/22/2019,9:13:00 AM,9:13:00 AM,5.18,5.23,5.28,5.23,20.8
WHONDRS_S19S,S19S_0098_SED_INC-U,8/22/2019,8:42:00 AM,8:42:00 AM,7.98,7.94,7.93,7.95,21.5
WHONDRS_S19S,S19S_0098_SED_INC-U,8/22/2019,9:03:00 AM,9:03:00 AM,4.68,4.66,4.68,4.67,21.3
WHONDRS_S19S,S19S_0099_SED_INC-D,8/22/2019,9:35:00 AM,9:36:00 AM,8.5,8.48,8.46,8.48,21.4
WHONDRS_S19S,S19S_0099_SED_INC-D,8/22/2019,9:45:00 AM,9:45:00 AM,8.37,8.39,8.38,8.38,21.1
WHONDRS_S19S,S19S_0099_SED_INC-D,8/22/2019,10:00:00 AM,10:00:00 AM,7.84,7.82,7.79,7.82,21.6
WHONDRS_S19S,S19S_0099_SED_INC-D,8/22/2019,10:16:00 AM,10:16:00 AM,7.43,7.39,7.37,7.4,21.6
WHONDRS_S19S,S19S_0099_SED_INC-D,8/22/2019,10:27:00 AM,10:27:00 AM,7.11,7.05,7.04,7.07,21.5
WHONDRS_S19S,S19S_0099_SED_INC-D,8/22/2019,10:40:00 AM,10:40:00 AM,6.61,6.59,6.61,6.6,21.5
WHONDRS_S19S,S19S_0099_SED_INC-D,8/22/2019,10:52:00 AM,10:53:00 AM,6.27,6.24,6.27,6.26,21.5
WHONDRS_S19S,S19S_0099_SED_INC-D,8/22/2019,11:23:00 AM,11:23:00 AM,5.48,5.47,5.47,5.47,21.4
WHONDRS_S19S,S19S_0099_SED_INC-M,8/22/2019,9:29:00 AM,9:29:00 AM,8.48,8.44,8.42,8.45,21.1
WHONDRS_S19S,S19S_0099_SED_INC-M,8/22/2019,9:46:00 AM,9:46:00 AM,7.56,7.56,7.56,7.56,20.9
WHONDRS_S19S,S19S_0099_SED_INC-M,8/22/2019,10:03:00 AM,10:03:00 AM,6.98,6.98,7,6.99,21.2
WHONDRS_S19S,S19S_0099_SED_INC-M,8/22/2019,10:24:00 AM,10:24:00 AM,5.84,5.85,5.85,5.85,21
WHONDRS_S19S,S19S_0099_SED_INC-U,8/22/2019,9:32:00 AM,9:32:00 AM,8.57,8.6,8.6,8.59,21.1
WHONDRS_S19S,S19S_0099_SED_INC-U,8/22/2019,9:47:00 AM,9:47:00 AM,8.11,8.12,8.07,8.1,21.2
WHONDRS_S19S,S19S_0099_SED_INC-U,8/22/2019,10:04:00 AM,10:04:00 AM,7.83,7.81,7.81,7.82,21
WHONDRS_S19S,S19S_0099_SED_INC-U,8/22/2019,10:25:00 AM,10:25:00 AM,7.32,7.32,7.35,7.33,21
WHONDRS_S19S,S19S_0099_SED_INC-U,8/22/2019,10:57:00 AM,10:57:00 AM,6.57,6.56,6.56,6.56,21
WHONDRS_S19S,S19S_0099_SED_INC-U,8/22/2019,11:27:00 AM,11:27:00 AM,5.93,5.95,5.95,5.94,21
